CVE,reservedDate,publishedDate,baseScore
CVE-2011-2110,2011-05,2011-06,10
CVE-2011-2130,2011-05,2011-08,10
CVE-2011-2134,2011-05,2011-08,10
CVE-2011-2135,2011-05,2011-08,10
CVE-2011-2136,2011-05,2011-08,10
CVE-2011-2137,2011-05,2011-08,10
CVE-2011-2138,2011-05,2011-08,10
CVE-2011-2139,2011-05,2011-08,6.4
CVE-2011-2140,2011-05,2011-08,10
CVE-2011-2414,2011-06,2011-08,10
CVE-2011-2415,2011-06,2011-08,10
CVE-2011-2416,2011-06,2011-08,10
CVE-2011-2417,2011-06,2011-08,10
CVE-2011-2424,2011-06,2011-08,9.3
CVE-2011-2425,2011-06,2011-08,10
CVE-2011-2426,2011-06,2011-09,9.3
CVE-2011-2427,2011-06,2011-09,9.3
CVE-2011-2428,2011-06,2011-09,9.3
CVE-2011-2429,2011-06,2011-09,5
CVE-2011-2430,2011-06,2011-09,9.3
CVE-2011-2431,2011-06,2011-09,9.3
CVE-2011-2432,2011-06,2011-09,9.3
CVE-2011-2433,2011-06,2011-09,9.3
CVE-2011-2434,2011-06,2011-09,9.3
CVE-2011-2435,2011-06,2011-09,9.3
CVE-2011-2436,2011-06,2011-09,9.3
CVE-2011-2437,2011-06,2011-09,9.3
CVE-2011-2438,2011-06,2011-09,9.3
CVE-2011-2439,2011-06,2011-09,9.3
CVE-2011-2440,2011-06,2011-09,9.3
CVE-2011-2441,2011-06,2011-09,9.3
CVE-2011-2442,2011-06,2011-09,9.3
CVE-2011-2444,2011-06,2011-09,4.3
CVE-2011-2445,2011-06,2011-11,10
CVE-2011-2450,2011-06,2011-11,10
CVE-2011-2451,2011-06,2011-11,10
CVE-2011-2452,2011-06,2011-11,10
CVE-2011-2453,2011-06,2011-11,10
CVE-2011-2454,2011-06,2011-11,10
CVE-2011-2455,2011-06,2011-11,10
CVE-2011-2456,2011-06,2011-11,10
CVE-2011-2457,2011-06,2011-11,10
CVE-2011-2458,2011-06,2011-11,9.3
CVE-2011-2459,2011-06,2011-11,10
CVE-2011-2460,2011-06,2011-11,10
CVE-2011-2462,2011-06,2011-12,10
CVE-2011-3389,2011-09,2011-09,4.3
CVE-2011-3516,2011-09,2011-10,7.6
CVE-2011-3521,2011-09,2011-10,10
CVE-2011-3544,2011-09,2011-10,10
CVE-2011-3545,2011-09,2011-10,10
CVE-2011-3546,2011-09,2011-10,5.8
CVE-2011-3547,2011-09,2011-10,5
CVE-2011-3548,2011-09,2011-10,10
CVE-2011-3549,2011-09,2011-10,10
CVE-2011-3550,2011-09,2011-10,7.6
CVE-2011-3551,2011-09,2011-10,9.3
CVE-2011-3552,2011-09,2011-10,2.6
CVE-2011-3553,2011-09,2011-10,3.5
CVE-2011-3554,2011-09,2011-10,10
CVE-2011-3555,2011-09,2011-10,6.1
CVE-2011-3556,2011-09,2011-10,7.5
CVE-2011-3557,2011-09,2011-10,6.8
CVE-2011-3558,2011-09,2011-10,5
CVE-2011-3560,2011-09,2011-10,6.4
CVE-2011-3561,2011-09,2011-10,1.8
CVE-2011-4369,2011-11,2011-12,10
CVE-2011-4370,2011-11,2012-01,7.5
CVE-2011-4371,2011-11,2012-01,7.5
CVE-2011-4372,2011-11,2012-01,7.5
CVE-2011-4373,2011-11,2012-01,7.5
CVE-2011-4374,2011-11,2012-01,7.5
CVE-2014-0429,2013-12,2014-04,10
CVE-2014-0432,2013-12,2014-04,9.3
CVE-2014-0446,2013-12,2014-04,7.5
CVE-2014-0448,2013-12,2014-04,7.6
CVE-2014-0449,2013-12,2014-04,5
CVE-2014-0451,2013-12,2014-04,7.5
CVE-2014-0452,2013-12,2014-04,7.5
CVE-2014-0453,2013-12,2014-04,4
CVE-2014-0454,2013-12,2014-04,7.5
CVE-2014-0455,2013-12,2014-04,9.3
CVE-2014-0456,2013-12,2014-04,10
CVE-2014-0457,2013-12,2014-04,10
CVE-2014-0458,2013-12,2014-04,7.5
CVE-2014-0459,2013-12,2014-04,4.3
CVE-2014-0460,2013-12,2014-04,5.8
CVE-2014-0461,2013-12,2014-04,9.3
CVE-2014-0463,2013-12,2014-04,4.3
CVE-2014-0464,2013-12,2014-04,4.3
CVE-2014-0491,2013-12,2014-01,10
CVE-2014-0492,2013-12,2014-01,10
CVE-2014-0493,2013-12,2014-01,10
CVE-2014-0495,2013-12,2014-01,10
CVE-2014-0496,2013-12,2014-01,10
CVE-2014-0497,2013-12,2014-02,10
CVE-2014-0498,2013-12,2014-02,10
CVE-2014-0499,2013-12,2014-02,7.8
CVE-2014-0502,2013-12,2014-02,10
CVE-2014-0503,2013-12,2014-03,6.4
CVE-2014-0504,2013-12,2014-03,5
CVE-2014-0506,2013-12,2014-03,10
CVE-2014-0507,2013-12,2014-04,9.3
CVE-2014-0508,2013-12,2014-04,5
CVE-2014-0509,2013-12,2014-04,4.3
CVE-2014-0510,2013-12,2014-03,10
CVE-2014-0511,2013-12,2014-03,10
CVE-2014-0512,2013-12,2014-03,10
CVE-2014-0515,2013-12,2014-04,10
CVE-2014-0516,2013-12,2014-05,7.5
CVE-2014-0517,2013-12,2014-05,7.5
CVE-2014-0518,2013-12,2014-05,7.5
CVE-2014-0519,2013-12,2014-05,7.5
CVE-2014-0520,2013-12,2014-05,7.5
CVE-2014-0521,2013-12,2014-05,4.3
CVE-2014-0522,2013-12,2014-05,10
CVE-2014-0523,2013-12,2014-05,10
CVE-2014-0524,2013-12,2014-05,10
CVE-2014-0525,2013-12,2014-05,10
CVE-2014-0526,2013-12,2014-05,10
CVE-2014-0527,2013-12,2014-05,10
CVE-2014-0528,2013-12,2014-05,10
CVE-2014-0529,2013-12,2014-05,10
CVE-2014-0531,2013-12,2014-06,4.3
CVE-2014-0532,2013-12,2014-06,4.3
CVE-2014-0533,2013-12,2014-06,4.3
CVE-2014-0534,2013-12,2014-06,7.5
CVE-2014-0535,2013-12,2014-06,7.5
CVE-2014-0536,2013-12,2014-06,10
CVE-2014-0537,2013-12,2014-07,7.5
CVE-2014-0538,2013-12,2014-08,10
CVE-2014-0539,2013-12,2014-07,7.5
CVE-2014-0540,2013-12,2014-08,10
CVE-2014-0541,2013-12,2014-08,10
CVE-2014-0542,2013-12,2014-08,10
CVE-2014-0543,2013-12,2014-08,10
CVE-2014-0544,2013-12,2014-08,10
CVE-2014-0545,2013-12,2014-08,10
CVE-2014-0546,2013-12,2014-08,10
CVE-2014-0547,2013-12,2014-09,10
CVE-2014-0548,2013-12,2014-09,7.5
CVE-2014-0549,2013-12,2014-09,10
CVE-2014-0550,2013-12,2014-09,10
CVE-2014-0551,2013-12,2014-09,10
CVE-2014-0552,2013-12,2014-09,10
CVE-2014-0553,2013-12,2014-09,10
CVE-2014-0554,2013-12,2014-09,10
CVE-2014-0555,2013-12,2014-09,10
CVE-2014-0556,2013-12,2014-09,10
CVE-2014-0557,2013-12,2014-09,10
CVE-2014-0558,2013-12,2014-10,10
CVE-2014-0559,2013-12,2014-09,10
CVE-2014-0560,2013-12,2014-09,10
CVE-2014-0561,2013-12,2014-09,10
CVE-2014-0562,2013-12,2014-09,4.3
CVE-2014-0563,2013-12,2014-09,7.8
CVE-2014-0564,2013-12,2014-10,10
CVE-2014-0565,2013-12,2014-09,10
CVE-2014-0566,2013-12,2014-09,10
CVE-2014-0567,2013-12,2014-09,10
CVE-2014-0568,2013-12,2014-09,10
CVE-2014-0569,2013-12,2014-10,10
CVE-2014-0573,2013-12,2014-11,10
CVE-2014-0574,2013-12,2014-11,10
CVE-2014-0576,2013-12,2014-11,10
CVE-2014-0577,2013-12,2014-11,10
CVE-2014-0578,2013-12,2015-07,5
CVE-2014-0580,2013-12,2014-12,10
CVE-2014-0581,2013-12,2014-11,10
CVE-2014-0582,2013-12,2014-11,10
CVE-2014-0583,2013-12,2014-11,7.5
CVE-2014-0584,2013-12,2014-11,10
CVE-2014-0585,2013-12,2014-11,10
CVE-2014-0586,2013-12,2014-11,10
CVE-2014-0587,2013-12,2014-12,10
CVE-2014-0588,2013-12,2014-11,10
CVE-2014-0589,2013-12,2014-11,10
CVE-2014-0590,2013-12,2014-11,10
CVE-2014-2397,2014-03,2014-04,9.3
CVE-2014-2398,2014-03,2014-04,3.5
CVE-2014-2401,2014-03,2014-04,5
CVE-2014-2402,2014-03,2014-04,7.5
CVE-2014-2403,2014-03,2014-04,5
CVE-2014-2409,2014-03,2014-04,6.4
CVE-2014-2410,2014-03,2014-04,9.3
CVE-2014-2412,2014-03,2014-04,7.5
CVE-2014-2413,2014-03,2014-04,4.3
CVE-2014-2414,2014-03,2014-04,7.5
CVE-2014-2420,2014-03,2014-04,2.6
CVE-2014-2421,2014-03,2014-04,10
CVE-2014-2422,2014-03,2014-04,6.8
CVE-2014-2423,2014-03,2014-04,7.5
CVE-2014-2427,2014-03,2014-04,7.5
CVE-2014-2428,2014-03,2014-04,7.6
CVE-2014-2483,2014-03,2014-07,9.3
CVE-2014-2490,2014-03,2014-07,9.3
CVE-2014-3566,2014-05,2014-10,6.8
CVE-2014-4208,2014-06,2014-07,2.6
CVE-2014-4209,2014-06,2014-07,6.4
CVE-2014-4216,2014-06,2014-07,9.3
CVE-2014-4218,2014-06,2014-07,5
CVE-2014-4219,2014-06,2014-07,9.3
CVE-2014-4220,2014-06,2014-07,5
CVE-2014-4221,2014-06,2014-07,4.3
CVE-2014-4223,2014-06,2014-07,9.3
CVE-2014-4227,2014-06,2014-07,10
CVE-2014-4244,2014-06,2014-07,4
CVE-2014-4247,2014-06,2014-07,9.3
CVE-2014-4252,2014-06,2014-07,5
CVE-2014-4262,2014-06,2014-07,9.3
CVE-2014-4263,2014-06,2014-07,4
CVE-2014-4264,2014-06,2014-07,5
CVE-2014-4265,2014-06,2014-07,5
CVE-2014-4266,2014-06,2014-07,5
CVE-2014-4268,2014-06,2014-07,5
CVE-2014-4288,2014-06,2014-10,7.6
CVE-2014-4671,2014-06,2014-07,4.3
CVE-2014-5333,2014-08,2014-08,4.3
CVE-2014-6456,2014-09,2014-10,9.3
CVE-2014-6457,2014-09,2014-10,4
CVE-2014-6458,2014-09,2014-10,6.9
CVE-2014-6466,2014-09,2014-10,6.9
CVE-2014-6468,2014-09,2014-10,6.8
CVE-2014-6476,2014-09,2014-10,5
CVE-2014-6485,2014-09,2014-10,9.3
CVE-2014-6492,2014-09,2014-10,7.6
CVE-2014-6493,2014-09,2014-10,7.6
CVE-2014-6502,2014-09,2014-10,2.6
CVE-2014-6503,2014-09,2014-10,9.3
CVE-2014-6504,2014-09,2014-10,5
CVE-2014-6506,2014-09,2014-10,6.8
CVE-2014-6511,2014-09,2014-10,5
CVE-2014-6512,2014-09,2014-10,4.3
CVE-2014-6513,2014-09,2014-10,10
CVE-2014-6515,2014-09,2014-10,5
CVE-2014-6517,2014-09,2014-10,5
CVE-2014-6519,2014-09,2014-10,5
CVE-2014-6527,2014-09,2014-10,2.6
CVE-2014-6531,2014-09,2014-10,4.3
CVE-2014-6532,2014-09,2014-10,9.3
CVE-2014-6549,2014-09,2015-01,10
CVE-2014-6558,2014-09,2014-10,2.6
CVE-2014-6562,2014-09,2014-10,9.3
CVE-2014-6585,2014-09,2015-01,2.6
CVE-2014-6587,2014-09,2015-01,4.3
CVE-2014-6591,2014-09,2015-01,2.6
CVE-2014-6593,2014-09,2015-01,4
CVE-2014-6601,2014-09,2015-01,10
CVE-2014-8437,2014-10,2014-11,5
CVE-2014-8438,2014-10,2014-11,10
CVE-2014-8439,2014-10,2014-11,10
CVE-2014-8440,2014-10,2014-11,10
CVE-2014-8441,2014-10,2014-11,10
CVE-2014-8442,2014-10,2014-11,7.5
CVE-2014-8443,2014-10,2014-12,10
CVE-2014-8445,2014-10,2014-12,10
CVE-2014-8446,2014-10,2014-12,10
CVE-2014-8447,2014-10,2014-12,10
CVE-2014-8448,2014-10,2014-12,5
CVE-2014-8449,2014-10,2014-12,10
CVE-2014-8450,2014-10,2015-07,5
CVE-2014-8451,2014-10,2014-12,5
CVE-2014-8452,2014-10,2014-12,5
CVE-2014-8453,2014-10,2014-12,5
CVE-2014-8454,2014-10,2014-12,10
CVE-2014-8455,2014-10,2014-12,10
CVE-2014-8456,2014-10,2014-12,10
CVE-2014-8457,2014-10,2014-12,10
CVE-2014-8458,2014-10,2014-12,10
CVE-2014-8459,2014-10,2014-12,10
CVE-2014-8460,2014-10,2014-12,10
CVE-2014-8461,2014-10,2014-12,10
CVE-2014-9150,2014-11,2014-11,6.4
CVE-2014-9158,2014-12,2014-12,10
CVE-2014-9159,2014-12,2014-12,10
CVE-2014-9160,2014-12,2015-05,10
CVE-2014-9161,2014-12,2015-01,9.3
CVE-2014-9162,2014-12,2014-12,10
CVE-2014-9163,2014-12,2014-12,10
CVE-2014-9164,2014-12,2014-12,10
CVE-2014-9165,2014-12,2014-12,10
CVE-2012-0547,2012-01,2012-08,0
CVE-2012-0551,2012-01,2012-05,5.8
CVE-2012-0724,2012-01,2012-04,10
CVE-2012-0725,2012-01,2012-04,10
CVE-2012-0751,2012-01,2012-02,10
CVE-2012-0752,2012-01,2012-02,10
CVE-2012-0753,2012-01,2012-02,10
CVE-2012-0754,2012-01,2012-02,10
CVE-2012-0755,2012-01,2012-02,10
CVE-2012-0756,2012-01,2012-02,10
CVE-2012-0767,2012-01,2012-02,4.3
CVE-2012-0768,2012-01,2012-03,10
CVE-2012-0769,2012-01,2012-03,5
CVE-2012-0772,2012-01,2012-03,10
CVE-2012-0773,2012-01,2012-03,10
CVE-2012-0774,2012-01,2012-04,10
CVE-2012-0775,2012-01,2012-04,10
CVE-2012-0776,2012-01,2012-04,10
CVE-2012-0777,2012-01,2012-04,7.5
CVE-2012-0779,2012-01,2012-05,9.3
CVE-2012-1525,2012-03,2012-08,10
CVE-2012-1530,2012-03,2013-01,10
CVE-2012-1531,2012-03,2012-10,10
CVE-2012-1532,2012-03,2012-10,10
CVE-2012-1533,2012-03,2012-10,10
CVE-2012-1535,2012-03,2012-08,9.3
CVE-2012-1541,2012-03,2013-02,10
CVE-2012-1682,2012-03,2012-08,10
CVE-2012-1711,2012-03,2012-06,7.5
CVE-2012-1713,2012-03,2012-06,10
CVE-2012-1716,2012-03,2012-06,10
CVE-2012-1717,2012-03,2012-06,2.1
CVE-2012-1718,2012-03,2012-06,5
CVE-2012-1719,2012-03,2012-06,5
CVE-2012-1720,2012-03,2012-06,3.7
CVE-2012-1721,2012-03,2012-06,10
CVE-2012-1722,2012-03,2012-06,10
CVE-2012-1723,2012-03,2012-06,10
CVE-2012-1724,2012-03,2012-06,5
CVE-2012-1725,2012-03,2012-06,10
CVE-2012-1726,2012-03,2012-06,6.4
CVE-2012-2034,2012-04,2012-06,10
CVE-2012-2035,2012-04,2012-06,10
CVE-2012-2036,2012-04,2012-06,10
CVE-2012-2037,2012-04,2012-06,10
CVE-2012-2038,2012-04,2012-06,5
CVE-2012-2039,2012-04,2012-06,10
CVE-2012-2040,2012-04,2012-06,7.2
CVE-2012-2049,2012-04,2012-08,10
CVE-2012-2050,2012-04,2012-08,10
CVE-2012-2051,2012-04,2012-08,10
CVE-2012-3136,2012-06,2012-08,10
CVE-2012-3143,2012-06,2012-10,10
CVE-2012-3159,2012-06,2012-10,7.5
CVE-2012-3213,2012-06,2013-02,10
CVE-2012-3216,2012-06,2012-10,2.6
CVE-2012-3342,2012-06,2013-02,10
CVE-2012-4147,2012-08,2012-08,10
CVE-2012-4148,2012-08,2012-08,10
CVE-2012-4149,2012-08,2012-08,10
CVE-2012-4150,2012-08,2012-08,10
CVE-2012-4151,2012-08,2012-08,10
CVE-2012-4152,2012-08,2012-08,10
CVE-2012-4153,2012-08,2012-08,10
CVE-2012-4154,2012-08,2012-08,10
CVE-2012-4155,2012-08,2012-08,10
CVE-2012-4156,2012-08,2012-08,10
CVE-2012-4157,2012-08,2012-08,10
CVE-2012-4158,2012-08,2012-08,10
CVE-2012-4159,2012-08,2012-08,10
CVE-2012-4160,2012-08,2012-08,10
CVE-2012-4161,2012-08,2012-08,7.5
CVE-2012-4162,2012-08,2012-08,7.5
CVE-2012-4163,2012-08,2012-08,10
CVE-2012-4164,2012-08,2012-08,10
CVE-2012-4165,2012-08,2012-08,10
CVE-2012-4167,2012-08,2012-08,10
CVE-2012-4168,2012-08,2012-08,4.3
CVE-2012-4171,2012-08,2012-08,5
CVE-2012-4416,2012-08,2012-10,6.4
CVE-2012-4681,2012-08,2012-08,10
CVE-2012-5054,2012-09,2012-09,9.3
CVE-2012-5067,2012-09,2012-10,5
CVE-2012-5068,2012-09,2012-10,7.5
CVE-2012-5069,2012-09,2012-10,5.8
CVE-2012-5070,2012-09,2012-10,5
CVE-2012-5071,2012-09,2012-10,6.4
CVE-2012-5072,2012-09,2012-10,5
CVE-2012-5073,2012-09,2012-10,5
CVE-2012-5074,2012-09,2012-10,6.4
CVE-2012-5075,2012-09,2012-10,5
CVE-2012-5076,2012-09,2012-10,10
CVE-2012-5077,2012-09,2012-10,2.6
CVE-2012-5079,2012-09,2012-10,5
CVE-2012-5081,2012-09,2012-10,5
CVE-2012-5083,2012-09,2012-10,10
CVE-2012-5084,2012-09,2012-10,7.6
CVE-2012-5085,2012-09,2012-10,0
CVE-2012-5086,2012-09,2012-10,10
CVE-2012-5087,2012-09,2012-10,10
CVE-2012-5088,2012-09,2012-10,10
CVE-2012-5089,2012-09,2012-10,7.6
CVE-2012-5248,2012-10,2012-10,10
CVE-2012-5249,2012-10,2012-10,10
CVE-2012-5250,2012-10,2012-10,10
CVE-2012-5251,2012-10,2012-10,10
CVE-2012-5252,2012-10,2012-10,10
CVE-2012-5253,2012-10,2012-10,10
CVE-2012-5254,2012-10,2012-10,10
CVE-2012-5255,2012-10,2012-10,10
CVE-2012-5256,2012-10,2012-10,10
CVE-2012-5257,2012-10,2012-10,10
CVE-2012-5258,2012-10,2012-10,10
CVE-2012-5259,2012-10,2012-10,10
CVE-2012-5260,2012-10,2012-10,10
CVE-2012-5261,2012-10,2012-10,10
CVE-2012-5262,2012-10,2012-10,10
CVE-2012-5263,2012-10,2012-10,10
CVE-2012-5264,2012-10,2012-10,10
CVE-2012-5265,2012-10,2012-10,10
CVE-2012-5266,2012-10,2012-10,10
CVE-2012-5267,2012-10,2012-10,10
CVE-2012-5268,2012-10,2012-10,10
CVE-2012-5269,2012-10,2012-10,10
CVE-2012-5270,2012-10,2012-10,10
CVE-2012-5271,2012-10,2012-10,10
CVE-2012-5272,2012-10,2012-10,10
CVE-2012-5274,2012-10,2012-11,10
CVE-2012-5275,2012-10,2012-11,10
CVE-2012-5276,2012-10,2012-11,10
CVE-2012-5277,2012-10,2012-11,10
CVE-2012-5278,2012-10,2012-11,10
CVE-2012-5279,2012-10,2012-11,10
CVE-2012-5280,2012-10,2012-11,10
CVE-2012-5285,2012-10,2012-11,10
CVE-2012-5286,2012-10,2012-11,10
CVE-2012-5287,2012-10,2012-11,10
CVE-2012-5673,2012-10,2012-11,10
CVE-2012-5676,2012-10,2012-12,10
CVE-2012-5677,2012-10,2012-12,10
CVE-2012-5678,2012-10,2012-12,10
CVE-2009-0114,2009-01,2009-02,5.8
CVE-2009-0193,2009-01,2009-03,9.3
CVE-2009-0198,2009-01,2009-06,9.3
CVE-2009-0509,2009-02,2009-06,9.3
CVE-2009-0510,2009-02,2009-06,9.3
CVE-2009-0511,2009-02,2009-06,9.3
CVE-2009-0512,2009-02,2009-06,9.3
CVE-2009-0519,2009-02,2009-02,9.3
CVE-2009-0520,2009-02,2009-02,9.3
CVE-2009-0521,2009-02,2009-02,4.6
CVE-2009-0522,2009-02,2009-02,4.3
CVE-2009-0658,2009-02,2009-02,9.3
CVE-2009-0888,2009-03,2009-06,9.3
CVE-2009-0889,2009-03,2009-06,9.3
CVE-2009-0901,2009-03,2009-07,9.3
CVE-2009-0927,2009-03,2009-03,9.3
CVE-2009-0928,2009-03,2009-03,10
CVE-2009-1061,2009-03,2009-03,9.3
CVE-2009-1062,2009-03,2009-03,9.3
CVE-2009-1492,2009-04,2009-04,9.3
CVE-2009-1493,2009-04,2009-04,6.8
CVE-2009-1855,2009-06,2009-06,9.3
CVE-2009-1856,2009-06,2009-06,9.3
CVE-2009-1857,2009-06,2009-06,9.3
CVE-2009-1858,2009-06,2009-06,9.3
CVE-2009-1859,2009-06,2009-06,9.3
CVE-2009-1861,2009-06,2009-06,9.3
CVE-2009-1862,2009-06,2009-07,9.3
CVE-2009-1863,2009-06,2009-07,9.3
CVE-2009-1864,2009-06,2009-07,9.3
CVE-2009-1865,2009-06,2009-07,9.3
CVE-2009-1866,2009-06,2009-07,9.3
CVE-2009-1867,2009-06,2009-07,4.3
CVE-2009-1868,2009-06,2009-07,9.3
CVE-2009-1869,2009-06,2009-07,9.3
CVE-2009-1870,2009-06,2009-07,4.9
CVE-2009-2493,2009-07,2009-07,9.3
CVE-2009-2495,2009-07,2009-07,7.8
CVE-2009-2564,2009-07,2009-07,7.2
CVE-2009-2979,2009-08,2009-10,4.3
CVE-2009-2980,2009-08,2009-10,9.3
CVE-2009-2981,2009-08,2009-10,9.3
CVE-2009-2982,2009-08,2009-10,9.3
CVE-2009-2983,2009-08,2009-10,9.3
CVE-2009-2984,2009-08,2009-10,9.3
CVE-2009-2985,2009-08,2009-10,9.3
CVE-2009-2986,2009-08,2009-10,9.3
CVE-2009-2987,2009-08,2009-10,4.3
CVE-2009-2988,2009-08,2009-10,4.3
CVE-2009-2989,2009-08,2009-10,9.3
CVE-2009-2990,2009-08,2009-10,9.3
CVE-2009-2991,2009-08,2009-10,9.3
CVE-2009-2992,2009-08,2009-10,4.3
CVE-2009-2993,2009-08,2009-10,9.3
CVE-2009-2994,2009-08,2009-10,9.3
CVE-2009-2995,2009-08,2009-10,4.3
CVE-2009-2996,2009-08,2009-10,9.3
CVE-2009-2997,2009-08,2009-10,9.3
CVE-2009-2998,2009-08,2009-10,9.3
CVE-2009-3431,2009-09,2009-09,5
CVE-2009-3458,2009-09,2009-10,9.3
CVE-2009-3459,2009-09,2009-10,9.3
CVE-2009-3460,2009-09,2009-10,9.3
CVE-2009-3461,2009-09,2009-10,9.3
CVE-2009-3462,2009-09,2009-10,5.1
CVE-2009-3793,2009-10,2010-06,9.3
CVE-2009-3794,2009-10,2009-12,9.3
CVE-2009-3796,2009-10,2009-12,9.3
CVE-2009-3797,2009-10,2009-12,9.3
CVE-2009-3798,2009-10,2009-12,9.3
CVE-2009-3799,2009-10,2009-12,9.3
CVE-2009-3800,2009-10,2009-12,9.3
CVE-2009-3951,2009-11,2009-12,7.1
CVE-2009-3953,2009-11,2010-01,10
CVE-2009-3954,2009-11,2010-01,10
CVE-2009-3955,2009-11,2010-01,10
CVE-2009-3956,2009-11,2010-01,10
CVE-2009-3957,2009-11,2010-01,5
CVE-2009-3958,2009-11,2010-01,10
CVE-2009-3959,2009-11,2010-01,10
CVE-2009-4324,2009-12,2009-12,9.3
CVE-2019-0540,2018-11,2019-03,5.5
CVE-2019-0541,2018-11,2019-01,8.8
CVE-2019-0560,2018-11,2019-01,5.5
CVE-2019-0582,2018-11,2019-01,7.8
CVE-2019-0671,2018-11,2019-03,7.8
CVE-2019-0672,2018-11,2019-03,7.8
CVE-2019-0673,2018-11,2019-03,7.8
CVE-2019-0674,2018-11,2019-03,7.8
CVE-2019-0801,2018-11,2019-04,7.8
CVE-2019-0824,2018-11,2019-04,7.8
CVE-2019-0825,2018-11,2019-04,7.8
CVE-2019-0826,2018-11,2019-04,7.8
CVE-2019-0827,2018-11,2019-04,7.8
CVE-2019-0945,2018-11,2019-05,7.8
CVE-2019-0946,2018-11,2019-05,7.8
CVE-2019-11068,2019-04,2019-04,9.8
CVE-2019-1111,2018-11,2019-07,8.8
CVE-2019-13117,2019-06,2019-07,7.5
CVE-2019-13118,2019-06,2019-07,7.5
CVE-2019-2422,2018-12,2019-01,3.1
CVE-2019-2426,2018-12,2019-01,3.7
CVE-2019-2449,2018-12,2019-01,3.1
CVE-2019-2602,2018-12,2019-04,7.5
CVE-2019-2684,2018-12,2019-04,5.9
CVE-2019-2697,2018-12,2019-04,8.1
CVE-2019-2698,2018-12,2019-04,8.1
CVE-2019-2699,2018-12,2019-04,9
CVE-2019-7018,2019-01,2019-05,9.8
CVE-2019-7019,2019-01,2019-05,9.8
CVE-2019-7020,2019-01,2019-05,9.8
CVE-2019-7021,2019-01,2019-05,7.5
CVE-2019-7022,2019-01,2019-05,7.5
CVE-2019-7023,2019-01,2019-05,7.5
CVE-2019-7024,2019-01,2019-05,7.5
CVE-2019-7025,2019-01,2019-05,9.8
CVE-2019-7026,2019-01,2019-05,9.8
CVE-2019-7027,2019-01,2019-05,9.8
CVE-2019-7028,2019-01,2019-05,7.5
CVE-2019-7029,2019-01,2019-05,9.8
CVE-2019-7030,2019-01,2019-05,7.5
CVE-2019-7031,2019-01,2019-05,9.8
CVE-2019-7032,2019-01,2019-05,7.5
CVE-2019-7033,2019-01,2019-05,7.5
CVE-2019-7034,2019-01,2019-05,7.5
CVE-2019-7035,2019-01,2019-05,7.5
CVE-2019-7036,2019-01,2019-05,7.5
CVE-2019-7037,2019-01,2019-05,9.8
CVE-2019-7038,2019-01,2019-05,7.5
CVE-2019-7039,2019-01,2019-05,9.8
CVE-2019-7040,2019-01,2019-05,9.8
CVE-2019-7041,2019-01,2019-05,8.8
CVE-2019-7042,2019-01,2019-05,8.8
CVE-2019-7043,2019-01,2019-05,8.8
CVE-2019-7044,2019-01,2019-05,8.8
CVE-2019-7045,2019-01,2019-05,6.5
CVE-2019-7046,2019-01,2019-05,9.8
CVE-2019-7047,2019-01,2019-05,7.5
CVE-2019-7048,2019-01,2019-05,8.8
CVE-2019-7049,2019-01,2019-05,6.5
CVE-2019-7050,2019-01,2019-05,9.8
CVE-2019-7051,2019-01,2019-05,9.8
CVE-2019-7052,2019-01,2019-05,9.8
CVE-2019-7053,2019-01,2019-05,7.5
CVE-2019-7054,2019-01,2019-05,9.8
CVE-2019-7055,2019-01,2019-05,7.5
CVE-2019-7056,2019-01,2019-05,7.5
CVE-2019-7057,2019-01,2019-05,7.5
CVE-2019-7058,2019-01,2019-05,7.5
CVE-2019-7059,2019-01,2019-05,7.5
CVE-2019-7060,2019-01,2019-05,9.8
CVE-2019-7061,2019-01,2019-05,7.5
CVE-2019-7062,2019-01,2019-05,9.8
CVE-2019-7063,2019-01,2019-05,7.5
CVE-2019-7064,2019-01,2019-05,7.5
CVE-2019-7065,2019-01,2019-05,7.5
CVE-2019-7066,2019-01,2019-05,9.8
CVE-2019-7067,2019-01,2019-05,7.5
CVE-2019-7068,2019-01,2019-05,9.8
CVE-2019-7069,2019-01,2019-05,8.8
CVE-2019-7070,2019-01,2019-05,8.8
CVE-2019-7071,2019-01,2019-05,6.5
CVE-2019-7072,2019-01,2019-05,8.8
CVE-2019-7073,2019-01,2019-05,6.5
CVE-2019-7074,2019-01,2019-05,6.5
CVE-2019-7075,2019-01,2019-05,6.5
CVE-2019-7076,2019-01,2019-05,9.8
CVE-2019-7077,2019-01,2019-05,8.8
CVE-2019-7078,2019-01,2019-05,8.8
CVE-2019-7079,2019-01,2019-05,8.8
CVE-2019-7080,2019-01,2019-05,9.8
CVE-2019-7081,2019-01,2019-05,7.5
CVE-2019-7082,2019-01,2019-05,9.8
CVE-2019-7083,2019-01,2019-05,9.8
CVE-2019-7084,2019-01,2019-05,9.8
CVE-2019-7085,2019-01,2019-05,9.8
CVE-2019-7086,2019-01,2019-05,9.8
CVE-2019-7087,2019-01,2019-05,9.8
CVE-2019-7088,2019-01,2019-05,9.8
CVE-2019-7089,2019-01,2019-05,7.5
CVE-2019-7090,2019-01,2019-05,6.5
CVE-2019-7096,2019-01,2019-05,9.8
CVE-2019-7108,2019-01,2019-05,7.5
CVE-2019-7109,2019-01,2019-05,6.5
